id,name,type,url,author_org_or_steward,category_or_domain,themes_tags,source_origin,source_detail,source_signal_count,expansion_status,review_status,public_use_status,suggested_toolkit_route,notes
E00199,Plurality.Institute,Twitter/X account / social signal source,https://x.com/PluralityInst,'@PluralityInst,Coordination & Governance,"twitter, x, curation-signal",Twitter/X social signal,Mentioned in uploaded tweets.js,32,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
E00200,PLURALITY日本語版 公式,Twitter/X account / social signal source,https://x.com/plurality_book,'@plurality_book,Coordination & Governance,"twitter, x, curation-signal",Twitter/X social signal,Mentioned in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
E00533,Building a Second Brain,Method,https://fortelabs.com/blog/basboverview/,Tiago Forte,Knowledge Commons & Ontologies,PKM,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00534,CARE Principles,Data principles,https://www.gida-global.org/care,GIDA,Knowledge Commons & Ontologies,Indigenous data,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00536,Decentralized Curation,Manuscript,https://manuscript-decentralized-curation.pages.dev/,Decentralized Curation,Knowledge Commons & Ontologies,decentralized curation,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00537,FAIR Principles,Data principles,https://www.go-fair.org/fair-principles/,GO FAIR,Knowledge Commons & Ontologies,data standards,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00539,Open Data Institute,Data governance org,https://theodi.org/,ODI,Knowledge Commons & Ontologies,data stewardship,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00540,RAG,Method,Raw / no canonical link,Concept,Knowledge Commons & Ontologies,retrieval,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00541,Schema.org,Data vocabulary,https://schema.org/,Schema.org,Knowledge Commons & Ontologies,semantic web,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00544,Bloom Community Posts / How-To’s,Community knowledge,https://bloomnetwork.earth/communityposts,Bloom Network,Knowledge Commons & Ontologies,how-to,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00545,Bloom Network Wiki,Wiki,https://bloomnetwork.earth/wiki,Bloom Network,Knowledge Commons & Ontologies,community knowledge,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00546,Data Commons,Knowledge graph,https://datacommons.org/,Data Commons,Knowledge Commons & Ontologies,public data,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00549,Open Civic Data Standards,Standard,https://opencivicdata.org/,Open Civic Data,Knowledge Commons & Ontologies,civic data,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00552,Ceramic,Decentralized data,https://ceramic.network/,Ceramic,Knowledge Commons & Ontologies,data streams,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00557,Quartz,Static publishing,https://quartz.jzhao.xyz/,Quartz,Knowledge Commons & Ontologies,knowledge garden,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00559,Tableland,Decentralized database,https://tableland.xyz/,Tableland,Knowledge Commons & Ontologies,"SQL, web3",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00560,Radicle,P2P code collaboration,https://radicle.xyz/,Radicle,Knowledge Commons & Ontologies,code commons,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00561,Bringing the Network Onchain,Charmverse,https://app.charmverse.io/greenpill-network/bringing-the-network-onchain-5570822392643502,GreenPill Network,Knowledge Commons & Ontologies,onchain,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00562,Gov Guild,Charmverse,https://app.charmverse.io/greenpill-network/gov-guild-9027690650435296,GreenPill Network,Knowledge Commons & Ontologies,governance,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00563,GreenPill Garden Season 1 / Theory of Change,Google Doc,https://docs.google.com/document/d/1vgLsJQrg5bCrCig5BHiF4mmX83nIN8Mizqi1LSgGm1I/edit?tab=t.50y045hh9o4l#heading=h.67okitz0z313,GreenPill Garden,Knowledge Commons & Ontologies,strategy,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00567,Network Nations Google Doc,Google Doc,https://docs.google.com/document/d/1GBuGlpDQShC70yvxqytN-S0QIgRf9dQ4MyiD8O3Zv-E/edit?tab=t.0,Network Nations,Knowledge Commons & Ontologies,network nations,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00568,New Chapter Onboarding,Forum,https://hub.regencoordination.xyz/t/new-chapter-onboarding/129,Regen Coordination,Knowledge Commons & Ontologies,onboarding,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00570,CIBC Notion,Notion database,https://cibc.notion.site/?v=46a06370514c4adb8c7743a29f16d78b,CIBC,Knowledge Commons & Ontologies,knowledge base,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00571,Conscious States Curation 2025,Notion,https://nataliyaai.notion.site/Conscious-States-Curation-2025-27b1e0664f6380eabf86e7ec62ccc0d9,Nataliya AI,Knowledge Commons & Ontologies,curation,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00578,Knowledge Commoning Swarm,Knowledge commoning initiative,https://swarm01.opencivics.co/,OpenCivics / Swarm,"Knowledge Commons, Ontology & Documentation","swarm, knowledge commons",AI-expanded / project-context lead,Creative expansion from project context and social-signal clusters,,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
E00580,SuperBenefit Knowledge Server,Knowledge garden / server,https://knowledge-server.superbenefit.dev/,SuperBenefit,"Knowledge Commons, Ontology & Documentation","superbenefit, knowledge garden",AI-expanded / project-context lead,Creative expansion from project context and social-signal clusters,,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
E00583,Internet Archive,Archive / library,https://archive.org/,Internet Archive,"Knowledge Commons, Ontology & Documentation","archive, preservation",AI-expanded / project-context lead,Creative expansion from project context and social-signal clusters,,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
E00584,KOI Pond,Knowledge organization infrastructure,https://metagov.org/projects/koi-pond,Metagov,"Knowledge Commons, Ontology & Documentation","KOI, knowledge organization",AI-expanded / project-context lead,Creative expansion from project context and social-signal clusters,,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
E00585,LocalNodes,Local knowledge garden / AI assistant,https://localnodes.xyz/,LocalNodes,"Knowledge Commons, Ontology & Documentation","local knowledge, AI, communities",AI-expanded / project-context lead,Creative expansion from project context and social-signal clusters,,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
E00586,OpenAlex,Open scholarly index,https://openalex.org/,OpenAlex,"Knowledge Commons, Ontology & Documentation","research, publications, graph",AI-expanded / project-context lead,Creative expansion from project context and social-signal clusters,,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
E00587,PageIndex,Knowledge / indexing infrastructure,https://pageindex.ai/,PageIndex,"Knowledge Commons, Ontology & Documentation","indexing, knowledge commons, AI",AI-expanded / project-context lead,Creative expansion from project context and social-signal clusters,,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
E00588,TrustGraph,Knowledge graph / AI infrastructure,https://trustgraph.network/,TrustGraph,"Knowledge Commons, Ontology & Documentation","knowledge graph, trust",AI-expanded / project-context lead,Creative expansion from project context and social-signal clusters,,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
E00592,OWL Web Ontology Language,Ontology standard,https://www.w3.org/OWL/,W3C,"Knowledge Commons, Ontology & Documentation","ontology, semantic web",AI-expanded / project-context lead,Creative expansion from project context and social-signal clusters,,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
E00594,RDF,Semantic web standard,https://www.w3.org/RDF/,W3C,"Knowledge Commons, Ontology & Documentation","RDF, semantic web",AI-expanded / project-context lead,Creative expansion from project context and social-signal clusters,,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
E00595,Zotero,Reference manager,https://www.zotero.org/,Zotero,"Knowledge Commons, Ontology & Documentation","references, bibliography",AI-expanded / project-context lead,Creative expansion from project context and social-signal clusters,,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
E00596,Commons Hub,Twitter/X account / social signal source,https://x.com/CommonsHubAT,'@CommonsHubAT,"Knowledge Commons, Ontology & Documentation","twitter, x, curation-signal",Twitter/X social signal,Mentioned in uploaded tweets.js,5,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
E00597,Crypto Commons Association,Twitter/X account / social signal source,https://x.com/crypto4commons,'@crypto4commons,"Knowledge Commons, Ontology & Documentation","twitter, x, curation-signal",Twitter/X social signal,Mentioned in uploaded tweets.js,2,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
E00599,gccofficial,Twitter/X account / social signal source,https://x.com/GCCofCommons,'@GCCofCommons,"Knowledge Commons, Ontology & Documentation","twitter, x, curation-signal",Twitter/X social signal,Mentioned in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
E00600,Token Engineering Commons,Twitter/X account / social signal source,https://x.com/tecmns,'@tecmns,"Knowledge Commons, Ontology & Documentation","twitter, x, curation-signal",Twitter/X social signal,Mentioned in uploaded tweets.js,13,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
E00602,URL lead - ash.harvard.edu,Resource / lead,https://ash.harvard.edu/resources/the-ecosystem-of-deliberative-technologies-for-public-input/,,"Knowledge Commons, Ontology & Documentation","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @PluralityInst: The Ecosystem of Deliberative Technologies for Public Input https://t.co/W3ta7SbnF7
E00603,URL lead - blog.uncommons.cc,Resource / lead,https://blog.uncommons.cc/p2p/,,"Knowledge Commons, Ontology & Documentation","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted URL lead from Twitter archive. Context: RT @mbauwens: * About Michel Bauwens ＆ P2P the commons manifesto

https://t.co/zCV2IFD4DR

《P2P共有资源宣言》是 Michel Bauwens，Vasilis Kostakis 与 A…"
E00604,URL lead - centreforpublicimpact.org,Organization / initiative,https://centreforpublicimpact.org/resource-hub/collaborative-governance-for-a-stronger-democracy/,,"Knowledge Commons, Ontology & Documentation","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @PluralityInst: Collaborative Governance for a Stronger Democracy by Thamy Pogrebinschi https://t.co/t4kI6s4bzr
E00605,URL lead - commons-hub.at,Resource / lead,https://www.commons-hub.at/post/thefirstcycle,,"Knowledge Commons, Ontology & Documentation","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted URL lead from Twitter archive. Context: RT @CommonsHubAT: Commons Hub going Full Cycle: 

Reviewing 2025 from the perspective of the House

https://t.co/dmVGxSW0Qd"
E00608,URL lead - donellameadows.org,Organization / initiative,https://donellameadows.org/archives/leverage-points-places-to-intervene-in-a-system/,,"Knowledge Commons, Ontology & Documentation","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted URL lead from Twitter archive. Context: RT @trent_vanepps: read this a few years ago, still a good one

https://t.co/CBIezhG67f"
E00609,URL lead - ecoversities.org,Organization / initiative,https://ecoversities.org/,,"Knowledge Commons, Ontology & Documentation","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted URL lead from Twitter archive. Context: RT @mbauwens: * ecoversities

https://t.co/GJR9inu15D

""learners and communities reclaiming diverse knowledges, relationships and imaginati…"
E00610,URL lead - ethereumlocalism.xyz,Resource / lead,https://www.ethereumlocalism.xyz/knowledge-garden/resources/Ethereum-Localism-Registry,,"Knowledge Commons, Ontology & Documentation","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted URL lead from Twitter archive. Context: RT @GreenSofa_TW: Explore the showcase of Ethereum Localism in Asia? 

Have a check of GreenSofa
https://t.co/n8Dxaqma5b

GreenSofa Taiwan:…"
E00611,URL lead - frontiersin.org,Organization / initiative,https://www.frontiersin.org/research-topics/47075/blockchain-for-the-global-commons/magazine?utm_source=twitter&utm_medium=social&utm_campaign=rt_magazine_share&utm_content=rt47075,,"Knowledge Commons, Ontology & Documentation","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @paths2regen: Blockchain for the Global Commons https://t.co/uDRgNVMeym
E00614,URL lead - incented.co,Documentation,https://incented.co/docs/conviction-market,,"Knowledge Commons, Ontology & Documentation","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted URL lead from Twitter archive. Context: RT @iamsvenh: Had a lot of fun talking about Conviction Markets at @ethereumboulder. Thanks to all that came out. 

https://t.co/dn9B4xqSsS…"
E00615,URL lead - wiki.p2pfoundation.net,Organization / initiative,https://wiki.p2pfoundation.net/Cosmo-Local_Intelligence,,"Knowledge Commons, Ontology & Documentation","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted URL lead from Twitter archive. Context: RT @mbauwens: A concept you should know about:

* Cosmo-Local Intelligence , https://t.co/PFVLfaUraz

""not homogenization but confederation…"
E00616,URL lead - wiki.p2pfoundation.net,Organization / initiative,https://wiki.p2pfoundation.net/Special:RecentChanges,,"Knowledge Commons, Ontology & Documentation","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted URL lead from Twitter archive. Context: RT @mbauwens: New items in the wiki this week:

https://t.co/vlNgmjbXVG

Contemporary Commons-Oriented Movements &gt;&lt; Historical Commons-Orie…"
E00619,World Resources Institute,Twitter/X account / social signal source,https://x.com/WorldResources,'@WorldResources,"Knowledge Commons, Ontology & Documentation","twitter, x, curation-signal",Twitter/X social signal,Mentioned in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
E00620,Raw URL lead - archive.org,Organization / initiative,https://archive.org/,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,2,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00621,Raw URL lead - bloomnetwork.earth,Organization / initiative,https://bloomnetwork.earth/resources/finance-innovation-for-movements,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,3,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00622,Raw URL lead - commons.id,Resource / lead,https://commons.id/,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00623,Raw URL lead - commonslibrary.org,Organization / initiative,https://commonslibrary.org/,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,4,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context: economic source system - https://wiki.p2pfoundation.net/ - Commons Library - commons resources and knowledge archive - https://commonslibrary.org/ - Open Knowledge Foundation - open knowledge / data commons source system - https://okfn.org/ - Creative Commons - lice
E00624,Raw URL lead - commonsstack.org,Organization / initiative,https://commonsstack.org/,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,2,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00625,Raw URL lead - commonstransition.org,Organization / initiative,https://commonstransition.org/,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,2,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00626,Raw URL lead - deepwiki.com,Resource / lead,https://deepwiki.com/,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00627,Raw URL lead - discuss.ens.domains,Forum / discussion archive,https://discuss.ens.domains/,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,3,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context: e Forum - ecosystem governance - https://forum.arbitrum.foundation/ - ENS Governance Forum - identity/name governance - https://discuss.ens.domains/ - Token Engineering Commons Forum - mechanism governance context - https://forum.tecommons.org/ - Celo Forum - ReFi / p | Forum — https://forum.sky.money/ Token Engineering Commons Forum — https://forum.tecommons.org/ ENS Governance Forum — https://di
E00634,Raw URL lead - en.wikipedia.org,Organization / initiative,https://en.wikipedia.org/wiki/The_DAO,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00635,Raw URL lead - en.wikipedia.org,Organization / initiative,https://en.wikipedia.org/wiki/FTX,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00636,Raw URL lead - en.wikipedia.org,Organization / initiative,https://en.wikipedia.org/wiki/Terra_(blockchain,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00637,Raw URL lead - en.wikipedia.org,Organization / initiative,https://en.wikipedia.org/wiki/Quadriga_Fintech_Solutions,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00639,Raw URL lead - gaiacommons.net,Resource / lead,https://gaiacommons.net/,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,2,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00640,Raw URL lead - garden.networknations.network,Organization / initiative,https://garden.networknations.network/,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,5,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Preserved from uploaded documents/text. Context: arden candidate - https://localnodes.xyz/ - Network Nations Garden - knowledge garden / network state-adjacent source - https://garden.networknations.network/ - P2P Foundation Wiki - commons, peer production, civic and economic source system - https://wiki.p2pfoundation.net/ -"
E00641,Raw URL lead - geobrowser.io,Resource / lead,https://geobrowser.io,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,3,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00647,Raw URL lead - graphcommons.com,Resource / lead,https://graphcommons.com/,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00648,Raw URL lead - localnodes.xyz,Organization / initiative,https://localnodes.xyz/,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,2,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context: tive web3 source - https://knowledge.superbenefit.org/ - LocalNodes - AI-powered community knowledge garden candidate - https://localnodes.xyz/ - Network Nations Garden - knowledge garden / network state-adjacent source - https://garden.networknations.network/ -
E00650,Raw URL lead - okfn.org,Organization / initiative,https://okfn.org/,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,4,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context: ledge archive - https://commonslibrary.org/ - Open Knowledge Foundation - open knowledge / data commons source system - https://okfn.org/ - Creative Commons - licensing and knowledge commons legal infrastructure - https://creativecommons.org/ - Open Data Co
E00651,Raw URL lead - openalex.org,Organization / initiative,https://openalex.org/,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,3,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00652,Raw URL lead - portal.opencivics.co,Resource / lead,https://portal.opencivics.co/regen-commons-cohort-1,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,2,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00655,Raw URL lead - schemas.microsoft.com,Resource / lead,http://schemas.microsoft.com/office/word/2010/wordprocessingCanvas,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,5,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00656,Raw URL lead - schemas.microsoft.com,Resource / lead,http://schemas.microsoft.com/office/mac/office/2008/main,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,5,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00657,Raw URL lead - schemas.microsoft.com,Resource / lead,http://schemas.microsoft.com/office/word/2010/wordprocessingDrawing,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,5,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00658,Raw URL lead - schemas.microsoft.com,Resource / lead,http://schemas.microsoft.com/office/word/2010/wordml,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,85,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00659,Raw URL lead - schemas.microsoft.com,Resource / lead,http://schemas.microsoft.com/office/word/2010/wordprocessingGroup,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,81,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00660,Raw URL lead - schemas.microsoft.com,Resource / lead,http://schemas.microsoft.com/office/word/2010/wordprocessingInk,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,5,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
