id,name,type,url,author_org_or_steward,category_or_domain,themes_tags,source_origin,source_detail,source_signal_count,expansion_status,review_status,public_use_status,suggested_toolkit_route,notes
E00543,Wikidata,Knowledge graph,https://www.wikidata.org/,Wikimedia,Knowledge Commons & Ontologies,linked data,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00550,Wikibase,Software,https://wikiba.se/,Wikimedia ecosystem,Knowledge Commons & Ontologies,knowledge graph,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00649,Raw URL lead - mediawiki.org,Organization / initiative,https://www.mediawiki.org/,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00947,KFMEDIA℠.tgn edu/acc | SPO | ✨Minting Now ✨,Twitter/X account / social signal source,https://x.com/KMLLCW3,'@KMLLCW3,Raw Leads / To Review,"twitter, x, curation-signal",Twitter/X social signal,Mentioned in uploaded tweets.js,4,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
E00991,Mitch - divinecomedian.eth,Twitter/X account / social signal source,https://x.com/divine_comedian,'@divine_comedian,Raw Leads / To Review,"twitter, x, curation-signal",Twitter/X social signal,Mentioned in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
E01335,Raw URL lead - alliedmedia.org,Organization / initiative,https://alliedmedia.org/,,Raw Leads / To Review,"raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,2,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E01630,The Great Simplification,Media / education,https://www.thegreatsimplification.com/,Nate Hagens,"Systems, Complexity & Sensemaking","energy, complexity",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01673,The Daily Gwei,Media,https://thedailygwei.xyz/,Anthony Sassano,"Web3, Ethereum & Mechanism Design",Ethereum education,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01693,Greenpill Podcast,Podcast / Source system,https://greenpill.network/,Greenpill Network / Kevin Owocki + federated host bench,Media Source Systems & Living Artifacts,"greenpill, public goods, Ethereum, mechanism design, source system",Podcast synthesis,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,"~293 episodes; strong on Ethereum public goods, mechanism design, network nations, Greenpill chapters. Needs review for RSS/canonical link."
E01694,Ma Earth — The Regeneration Will Be Funded,Podcast / Source system,https://maearth.com/,Ma Earth Studio,Media Source Systems & Living Artifacts,"bioregional finance, ReFi, ecology, philanthropy, land stewardship",Podcast synthesis,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,"~143 episodes since September 2023; strong on bioregional finance, TEK, philanthropic capital, ecological practice."
E01695,Ma Earth Learning Lab,Podcast / Learning Lab,https://maearth.com/,Ma Earth Studio,Media Source Systems & Living Artifacts,"learning lab, ecological economics, regenerative finance",Podcast synthesis,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,~15 Learning Lab episodes; should be tracked as part of Ma Earth media source system.
E01696,Crypto Altruists,Podcast / Source system,https://cryptoaltruism.org/,Drew Simon,Media Source Systems & Living Artifacts,"web3 for good, nonprofits, humanitarian, impact, stablecoins",Podcast synthesis,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,~250 episodes as of May 7 2026; strong on nonprofit onboarding and web3-for-good translation.
E01697,ReFi Podcast,Podcast / Source system,https://refidao.com/,ReFi DAO / John Ellison,Media Source Systems & Living Artifacts,"ReFi, regenerative finance, localism",Podcast synthesis,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Adjacent source system referenced by the podcast synthesis; needs deeper extraction.
E01698,Funding the Commons Recordings,Event recordings / Source system,https://fundingthecommons.io/,Funding the Commons,Media Source Systems & Living Artifacts,"public goods funding, events, mechanism design",Podcast synthesis,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Relevant media source system for public goods funding and open-source tooling learning.
E01699,OpenCivics Calls and Recordings,Calls / Source system,https://opencivics.com/,OpenCivics,Media Source Systems & Living Artifacts,"civic infrastructure, knowledge commons, source system",Podcast synthesis,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Relevant for knowledge commons and civic coordination source-system capture.
E01700,Podcast Living Artifact,Pattern candidate,Raw / no canonical link,Greenpill Dev Guild / BKC-inspired design,Media Source Systems & Living Artifacts,"podcast, living artifact, source system, knowledge graph","Pattern for turning podcast feeds, calls, transcripts, and media archives into structured field memory.",Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01701,Editorial Compass and White-Space Map,Pattern candidate,Raw / no canonical link,Greenpill Podcast strategy synthesis,Media Source Systems & Living Artifacts,"editorial compass, white-space map, media strategy","Living artifact used to identify under-covered topics, bridge figures, guest pipelines, and cross-pollination opportunities.",Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01702,BKC Podcast Tagging Schema,Ontology / schema seed,Raw / no canonical link,BKC / Greenpill extension namespace,Knowledge Commons & Ontologies,"BKC, Octo, ontology, podcast, YAML, JSON-LD","Schema layers BKC core objects over a Greenpill extension namespace for episodes, guests, mechanisms, hypercerts, governance models, and impact methods.",Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01703,Episode-as-CaseStudy Pattern,Ontology pattern,Raw / no canonical link,BKC / Greenpill ontology seed,Knowledge Commons & Ontologies,"episode, case study, media ontology","Treats podcast episodes as source-linked case-study records when they document practices, patterns, claims, evidence, or implementations.",Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01704,Podcast / Conversation Knowledge Graph,Knowledge graph concept,Raw / no canonical link,Greenpill Dev Guild / Local Regen Toolkit,Knowledge Commons & Ontologies,"media graph, source system, knowledge commons","Graph model linking episodes, people, projects, bioregions, themes, claims, evidence, mechanisms, and source systems.",Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01705,AI-Assisted Podcast Extraction Pipeline,Workflow / pipeline,Raw / no canonical link,Greenpill Dev Guild / Local Regen Toolkit,"AI, Collective Intelligence & Coordination","AI extraction, transcription, BKC tagging, Claude, Whisper","Pipeline for discovering podcast episodes, acquiring transcripts, extracting entities, and routing media intelligence into the commons.",Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01706,Whisper / faster-whisper / WhisperX Podcast Transcription Stack,Tooling cluster,https://github.com/openai/whisper,Open source transcription ecosystem,"AI, Collective Intelligence & Coordination","transcription, podcast, source-system processing",Podcast synthesis recommends self-hosted Whisper variants for cheap full-back-catalog transcription; needs technical review.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01707,Chroma Vector Index for Podcast Search,Vector database / search tool,https://www.trychroma.com/,Chroma,"AI, Collective Intelligence & Coordination","semantic search, podcast search, embeddings",Suggested as searchable embedding layer for episode transcript chunks.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01708,Obsidian Vault for Podcast Editorial Workspace,Editorial workspace,https://obsidian.md/,Obsidian,Knowledge Commons & Ontologies,"Obsidian, markdown, YAML, media archive","Suggested source-of-truth layer for one Markdown file per Episode, Person, Project, Bioregion, Theme, Pattern, Question, Claim, and Evidence.",Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01709,Airtable Structured Podcast Database,Structured database,https://airtable.com/,Airtable,Knowledge Commons & Ontologies,"database, linked records, editorial operations",Suggested structured DB for podcast source-system records and no-code guild admin UI.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01710,Next.js Podcast Dashboard,Public dashboard pattern,https://nextjs.org/,Vercel / Next.js,"Open Source, Public Code & Digital Public Goods","dashboard, public UI, source system","Suggested public-facing dashboard for episode browser, semantic search, pages, co-occurrence graph, and white-space view.",Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01711,Murmurations Profiles for Podcast Federation,Federation standard / profile system,https://www.murmurations.network/,Murmurations,Knowledge Commons & Ontologies,"federation, bioregional commons, source-system interoperability",Suggested export/federation layer for people and projects so adjacent indexes can discover the corpus.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01713,GP-NN-12 — Regen Network of Networks,Episode / Case study lead,Raw / no canonical link,Greenpill Podcast / Austin Wade Smith / Monty Merlin,Media Source Systems & Living Artifacts,"Regen Network, Cascadia, Amazon Sacred Headwaters, QF, ecocredits",Sample tagged episode; route to Episode/CaseStudy and media-source-system layer.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01714,GP-S8-2 — Technologies Grown from Dirt: Bioregionalism & Permaculture,Episode / Case study lead,Raw / no canonical link,Greenpill Podcast / Ethereal Forest hosts,Media Source Systems & Living Artifacts,"Cascadia, permaculture, agroforestry, indigenous knowledge",Sample tagged episode; route to bioregional practice and Indigenous knowledge review.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01715,GP-S4-24 — Metrics-Based Voting on RPGF Round 4,Episode / Mechanism discussion,Raw / no canonical link,Greenpill Podcast / Carl Cervone / Jonas Seiferth,Media Source Systems & Living Artifacts,"RetroPGF, metrics-based voting, Optimism, attestations",Sample tagged episode; useful for public goods funding and metrics-based evaluation.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01716,ME-LL13 — Catalyzing Bioregional Economies,Episode / Case study lead,Raw / no canonical link,Ma Earth / Samantha Power / BioFi Project,Media Source Systems & Living Artifacts,"BioFi, bioregional financing, Salmon Nation, Amazon Sacred Headwaters",Sample tagged episode; route to bioregional financing facility pattern.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01717,ME-LL11 — Healing Appalachia with Bison,Episode / Case study lead,Raw / no canonical link,Ma Earth / Tiffany Pyette / Appalachian Rekindling,Media Source Systems & Living Artifacts,"Appalachia, bison, rewilding, Indigenous knowledge",Sample tagged episode; requires Indigenous knowledge handling and review.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01718,ME-S1 — Hypercerts,Episode / Mechanism discussion,Raw / no canonical link,Ma Earth / Holke Brammer,Media Source Systems & Living Artifacts,"Hypercerts, public goods funding, Ethereum, EAS",Sample tagged episode; route to hypercerts and retroactive funding.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01719,CA-230 — Bioregional Reforestation & Localized Climate Finance,Episode / Case study lead,Raw / no canonical link,Crypto Altruists / Djimo Serodio / Jon Ruth,Media Source Systems & Living Artifacts,"Silvi, bioregional reforestation, local climate finance, QF",Sample tagged episode; relevant to GreenGoods/TreeKipedia/Silvi context.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01720,CA-241 — Building Local Economies: Commitment Pooling,Episode / Case study lead,Raw / no canonical link,Crypto Altruists / Will Ruddick / Coleen Chase,Media Source Systems & Living Artifacts,"Grassroots Economics, Sarafu, commitment pooling, community asset vouchers",Sample tagged episode; route to community currency and commitment pooling option.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01721,"CA-249 — 2,000 Years of Decentralized Coordination: Savings Circles",Episode / Case study lead,Raw / no canonical link,Crypto Altruists / Alinagwe Mwaselela / Coleen Chase,Media Source Systems & Living Artifacts,"savings circles, Tanzania, decentralized coordination, cooperative finance",Sample tagged episode; route to commons governance and Indigenous/local knowledge care.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01752,Indigenous & Global-South Primary Voice Main-Feed Arc,White-space / editorial need,Raw / no canonical link,Podcast synthesis / Greenpill strategy compass,Media Source Systems & Living Artifacts,"Indigenous voices, global south, Greenpill chapters, media equity",White space: solo deep-dives and primary-voice episodes rather than panel inclusion.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01753,dMRV Practice Deep-Dives,White-space / research need,Raw / no canonical link,Podcast synthesis / Greenpill strategy compass,"Environmental Data, MRV & Mapping","dMRV, MRV, nature tech, ecological monitoring",White space: practical what works and what fails in dMRV beyond theory.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01754,Capital-Stack Reality Checks for Regen Projects,White-space / research need,Raw / no canonical link,Podcast synthesis / Greenpill strategy compass,"Funding, Capital Flows & Public Goods","capital stacks, blended finance, philanthropic capital, DAFs",White space: honest breakdown of how money actually moves into regen projects.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01755,Critical / Adversarial Regen-Web3 Voices,White-space / editorial need,Raw / no canonical link,Podcast synthesis / Greenpill strategy compass,Media Source Systems & Living Artifacts,"critical voices, steelman, climate skepticism, multilateral finance","White space: invite climate scientists, multilateral funders, journalists, and critical cooperative web3 voices.",Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01756,Regen x AI Agents,White-space / research track,Raw / no canonical link,Podcast synthesis / Greenpill strategy compass,"AI, Collective Intelligence & Coordination","AI agents, dMRV, bioregional sensemaking, ERC-8004, ElizaOS","White space: AI for regenerative coordination, dMRV, sensemaking, and public goods curation.",Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01757,Hypercerts in the Wild,White-space / implementation memory need,Raw / no canonical link,Podcast synthesis / Greenpill strategy compass,"Funding, Capital Flows & Public Goods","hypercerts, impact claims, deployment, postmortems","White space: concrete deployments with failures and lessons, not just mechanism theory.",Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01758,Stablecoins as Impact Rails,Theme / white-space transfer,Raw / no canonical link,Podcast synthesis / Crypto Altruists coverage,"ReFi, Localism & Regenerative Crypto","stablecoins, Glo Dollar, GoodDollar, Pesabase, humanitarian rails",Crypto Altruists owns stablecoins-as-impact-rails coverage; Greenpill could translate for chapters/local nodes.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E01759,Rights of Nature as Governance Primitive,Theme / white-space transfer,Raw / no canonical link,Podcast synthesis / Ma Earth coverage,Governance & Coordination,"rights of nature, Indigenous law, governance primitives",Ma Earth has strong coverage via RIVER/Stop Ecocide/Sacred Contract; undercovered in Greenpill main feed.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
E00055,The Regeneration Will Be Funded,podcast/media feed,https://podcasts.apple.com/us/podcast/the-regeneration-will-be-funded/id1706728107,,,regenerative finance; ecology,web_verified; podcast_synthesis,manual adjacent expansion,,web_verified; podcast_synthesis,raw; needs verification,list with caveat,Media Source System Track; Source System Card,Ma Earth podcast about regenerative finance / living planet; Apple entry lists Ma Earth and episodes including nature finance/carbon finance topics
E00056,Crypto Altruists Podcast,podcast/media feed,https://www.cryptoaltruism.org/podcasts,,,humanitarian web3; nonprofit onboarding,web_verified; podcast_synthesis,manual adjacent expansion,,web_verified; podcast_synthesis,raw; needs verification,list with caveat,Media Source System Track,Podcast highlighting real-world social/environmental impact powered by crypto/web3
E00057,Funding the Commons YouTube,media feed,https://www.youtube.com/@Funding-the-Commons,,,public goods; media archive,web_verified; adjacent_expansion,manual adjacent expansion,,web_verified; adjacent_expansion,raw; needs verification,list with caveat,Media Source System Track,Talk archive / public goods funding media source
E00058,The Blockchain Socialist,podcast/media feed,https://theblockchainsocialist.com/,,,cooperatives; political economy,resource_seed; podcast_synthesis,manual adjacent expansion,,resource_seed; podcast_synthesis,raw; needs verification,list with caveat,Media Source System Track,Cooperative crypto / crypto-left / public AI media source
E00059,Bioneers,event/media/org,https://bioneers.org/,,,ecology; culture; regeneration,podcast_synthesis,manual adjacent expansion,,podcast_synthesis,raw; needs verification,list with caveat,Source System Candidate,Regenerative ecological conference/source system
