id,name,type,url,source_origin,route,notes,review_status
OC00030,Human Passport / Gitcoin Passport,identity tool,https://passport.xyz/,resource_seed,Tooling; Option Library,Sybil resistance and identity,raw; needs review
OC00031,Sarafu Network,platform,https://sarafu.network/,resource_seed; podcast_synthesis,Tooling; Option Library,Community currency and local exchange platform,raw; needs review
OC00032,Glo Dollar,stablecoin/project,https://glodollar.org/,podcast_synthesis,Entity Lead; Funding Mechanisms,Stablecoin for public goods / impact funding,raw; needs review
OC00033,Optimism Retro Funding,funding mechanism/program,https://community.optimism.io/docs/governance/retropgf/,adjacent_expansion,Funding Mechanism; Implementation Memory,Retroactive public goods funding context,raw; needs review
OC00034,MACI,protocol/tool,https://maci.pse.dev/,adjacent_expansion,Tooling; Option Library,Privacy-preserving voting / anti-collusion infrastructure,raw; needs review
OC00035,Bioregional Financing Facilities,framework/model,,podcast_synthesis,Option Library Candidate,Bioregional finance mechanism / source lead,raw; needs review
OC00036,Snapshot,tool/platform,https://snapshot.box/,adjacent_expansion,Tooling; Option Library,Offchain governance voting,raw; needs review
OC00037,Gardens,platform/protocol,https://gardens.fund/,resource_seed,Source System; Option Library,Shared resource coordination / conviction voting / commons governance,raw; needs review
OC00038,Coordinape,tool/platform,https://coordinape.com/,adjacent_expansion,Option Library,Contribution circles / allocations,raw; needs review
OC00039,Living artifact,concept/workflow,,podcast_synthesis,Media Source System Track,"A source-aware, review-aware artifact produced from evolving media/conversation/source-system material",raw; needs review
OC00040,Visibility is not falsifiability,claim/principle,,project_context; CSIS,Structural Integrity Review,A filled template or visible claim is not the same as reviewable structural validity,raw; needs review
OC00041,Social signal scan,workflow,,twitter_context,Social Signal Layer,"Use social media signals for discovery/routing, not endorsement",raw; needs review
OC00042,Media white-space map,workflow,,podcast_synthesis,Media Source System Track,Map under-covered topics emerging from podcast/media/source-system review,raw; needs review
OC00043,Public goods builder reuse layer,workflow,,project_context,Public Goods Builder Track,Help builders discover prior tools/repos/standards/retrospectives before rebuilding,raw; needs review
OC00044,Quadratic Funding,funding mechanism,,resource_seed; adjacent_expansion,Option Library,Funding mechanism emphasizing breadth of support,raw; needs review
OC00045,Retroactive Public Goods Funding,funding mechanism,,resource_seed; adjacent_expansion,Option Library,Rewarding contributions after impact is observed,raw; needs review
OC00046,Hypercerts marketplaces,funding/impact mechanism,https://docs.hypercerts.org/,resource_seed; podcast_synthesis,Option Library,Claims about impact and retro funding markets,raw; needs review
OC00047,Octant-style yield funding,funding mechanism,https://octant.build/,resource_seed; twitter_signal,Option Library,ETH staking/yield-based public goods distribution,raw; needs review
OC00048,Public goods staking,funding mechanism,,resource_seed,Option Library,Using staking yield for public goods funding,raw; needs review
OC00049,Commitment pooling,funding/community mechanism,,podcast_synthesis,Option Library,Grassroots Economics / Sarafu-adjacent pooling of commitments,raw; needs review
OC00050,Community Asset Vouchers,local finance mechanism,,podcast_synthesis,Option Library,Grassroots Economics / Sarafu adjacent local exchange instrument,raw; needs review
OC00051,Mutual credit,economic mechanism,,adjacent_expansion,Concept/Option,Local exchange and credit system,raw; needs review
OC00052,Conviction voting,governance/funding mechanism,,resource_seed,Option Library,Time-weighted preference signaling / allocation,raw; needs review
OC00053,Sociocracy consent,governance mechanism,https://sociocracy30.org/,resource_seed,Option Library,Consent-based governance practice,raw; needs review
OC00054,Advice process,governance mechanism,,adjacent_expansion,Option Library,Distributed decision-making process,raw; needs review
OC00055,Steward ownership,ownership model,https://purpose-economy.org/en/,resource_seed,Option Library,Purpose Foundation / ownership model,raw; needs review
OC00056,Participatory budgeting,governance/funding mechanism,,adjacent_expansion,Option Library,Community allocation mechanism,raw; needs review
OC00057,MACI-based private voting,governance/privacy mechanism,https://maci.pse.dev/,adjacent_expansion,Option Library,Privacy/collusion resistance for voting/funding,raw; needs review
OC00058,Stablecoins as impact rails,white-space/research prompt,,podcast_synthesis,Funding Mechanisms; Tooling,"Humanitarian, nonprofit, and local-economy use cases",raw; needs review
OC00059,Visibility is not falsifiability,claim/question/evidence lead,,CSIS_context,Structural Integrity Review,A visible or filled-out template is not equivalent to structurally reviewable validity.,raw; needs review
