id,name,type,url,author_org_or_steward,category_or_domain,themes_tags,source_origin,source_detail,source_signal_count,expansion_status,review_status,public_use_status,suggested_toolkit_route,notes
E00579,Octo / Bioregional Knowledge Commons,Ontology / knowledge commons repo,https://github.com/BioregionalKnowledgeCommons/Octo,Bioregional Knowledge Commons,"Knowledge Commons, Ontology & Documentation","octo, bkc, ontology, bioregional",AI-expanded / project-context lead,Creative expansion from project context and social-signal clusters,,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
E00591,Fileverse GitHub,GitHub org / code,https://github.com/fileverse,Fileverse,"Knowledge Commons, Ontology & Documentation","decentralized docs, code",AI-expanded / project-context lead,Creative expansion from project context and social-signal clusters,,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Added as a reviewable expansion lead; verify fit, URL, and priority before treating as curated."
E00612,URL lead - github.com,Repository / code / standards,https://github.com/robert-mcdermott/ai-knowledge-graph,,"Knowledge Commons, Ontology & Documentation","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted URL lead from Twitter archive. Context: RT @tom_doerr: Extracts triplets from text into interactive graphs

https://t.co/NsP4tdC1P1 https://t.co/1CjFvmO8Eh"
E00638,Raw URL lead - gaiaaiagent.github.io,Documentation,https://gaiaaiagent.github.io/Docs/docs/intro/,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,2,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00642,Raw URL lead - github.com,Repository / code / standards,https://github.com/BioregionalKnowledgeCommons/Octo,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,2,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context: ollaboration context. - Octo / Bioregional Knowledge Commons - ontology and bioregional knowledge commoning candidate - https://github.com/BioregionalKnowledgeCommons/Octo - BKC Roadmap - bioregional knowledge commons roadmap - https://bioregionalknowledgecommons.github.io/roadmap/ - SuperB
E00643,Raw URL lead - github.com,Repository / code / standards,https://github.com/totogo/awesome-knowledge-graph,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00644,Raw URL lead - github.com,Repository / code / standards,https://github.com/BlockScience/koi,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00645,Raw URL lead - github.com,Repository / code / standards,https://github.com/regen-coordination/regen-toolkit/blob/main/docs/process/sprint-2026-03-25-26.md,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00646,Raw URL lead - github.com,Repository / code / standards,https://github.com/regen-coordination/regen-toolkit/blob/main/docs/writing-system.md,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00687,Raw URL lead - squidfunk.github.io,Resource / lead,https://squidfunk.github.io/mkdocs-material/,,"Knowledge Commons, Ontology & Documentation","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E00699,GitHub,Code platform,https://github.com/,GitHub,"Open Source, Public Code & Digital Public Goods",open source,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00701,Open Source Guides,Guide,https://opensource.guide/,GitHub,"Open Source, Public Code & Digital Public Goods",OSS,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00702,GitHub Web3 Glossary,Glossary,https://github.com/mapachurro/web3-glossary-website,Mapachurro,"Open Source, Public Code & Digital Public Goods",glossary,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00883,Gas Killer | Secure contracts shouldn't cost more,Twitter/X account / social signal source,https://x.com/gaskiller_,'@gaskiller_,Raw Leads / To Review,"twitter, x, curation-signal",Twitter/X social signal,Mentioned in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted account lead from Twitter archive. Counts are mention/retweet signals, not endorsement."
E01374,Raw URL lead - foambubble.github.io,Resource / lead,https://foambubble.github.io/foam/,,Raw Leads / To Review,"raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E01381,Raw URL lead - github.com,Repository / code / standards,https://github.com/HKUDS/LightRAG,,Raw Leads / To Review,"raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E01602,Raw URL lead - github.com,Repository / code / standards,https://github.com/regen-coordination/regen-toolkit,,"Regeneration, Ecology & Localism","raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,2,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E01668,Ethereum PM / All Core Dev Calls,GitHub,https://github.com/ethereum/pm,Ethereum,"Web3, Ethereum & Mechanism Design",core dev process,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01733,Mahesh Murthy,Tier-1 bridge figure,Raw / no canonical link,Karma GAP,Bridge Figures & Guest Network Leads,"impact reporting, grantee accountability, Karma GAP",Podcast synthesis,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Podcast synthesis identifies this person/org as a bridge, guest lead, or cross-pollination node. Treat as social/source-system signal; do not treat as public person profile without review."
E00033,CSIS / Coordination Structural Integrity Suite,framework/repository,https://github.com/coordination-structural-integrity-suite/suite,,,CSIS; structural integrity,resource_seed; project_context,manual adjacent expansion,,resource_seed; project_context,raw; needs verification,list with caveat,Structural Integrity Review,Structural integrity reference; not same as Toolkit conformance
E00034,Gravity DAO Standards,repository,https://github.com/durgadasji/standards,,,governance; standards,resource_seed,manual adjacent expansion,,resource_seed,raw; needs verification,list with caveat,Source System Candidate,Governance/standards source
E00035,Govbase,pattern library,https://govbase.io/,,,governance; patterns,resource_seed,manual adjacent expansion,,resource_seed,raw; needs verification,list with caveat,Option Library; Source System,Governance pattern library
E00036,OpenZeppelin Contracts,repository/library,https://github.com/OpenZeppelin/openzeppelin-contracts,,,smart contracts; security,adjacent_expansion,manual adjacent expansion,,adjacent_expansion,raw; needs verification,list with caveat,Repositories & Codebases,Smart contract library / open-source security tooling
