tweet_id,created_at,retweeted_from,mentioned_accounts,expanded_urls,hashtags,language,inferred_category,full_text,routing_notes
2061517777786073151,46174.77678240741,'@cognitivepolicy,'@cognitivepolicy,,,en,Raw Leads / To Review,RT @cognitivepolicy: This partnership with Elyes Mkacher moves me deeply — as he shows us how to transform industrial agriculture in the Me…,"Raw social curation signal; treat as lead, not endorsement."
2061514360334233931,46174.76734953704,'@l2beat,'@l2beat,,,en,"Ethereum, Web3 Infrastructure & Security","RT @l2beat: We recently launched our Privacy page, featuring support for three major privacy pools. While these protocols promise to decoup…","Raw social curation signal; treat as lead, not endorsement."
2061514148572262799,46174.76675925926,'@trent_vanepps,'@trent_vanepps,http://x.com/i/article/2060390400083496960,,zxx,Raw Leads / To Review,RT @trent_vanepps: https://t.co/GajUKQC8li,"Raw social curation signal; treat as lead, not endorsement."
2061514060147925437,46174.7665162037,'@seer_pm,'@seer_pm,http://x.com/i/article/2058853605004988416,,zxx,Raw Leads / To Review,RT @seer_pm: https://t.co/secWGT7Bo2,"Raw social curation signal; treat as lead, not endorsement."
2061513867755147723,46174.76598379629,'@kennyistyping,'@kennyistyping,http://x.com/i/article/2060105581072171009,,zxx,Raw Leads / To Review,RT @kennyistyping: https://t.co/jSrkAaCXxk,"Raw social curation signal; treat as lead, not endorsement."
2061513766085202313,46174.765706018516,'@VitalikButerin,'@VitalikButerin,https://ethresear.ch/t/building-index-tracking-assets-on-top-of-options-instead-of-debt/25036,,en,Raw Leads / To Review,"RT @VitalikButerin: Building index-tracking assets on top of options instead of debt

https://t.co/isSkr3901W

What if the use options as t…","Raw social curation signal; treat as lead, not endorsement."
2061513698217243019,46174.76552083333,'@owockibot,"'@owockibot, @gitcoin, @OctantApp",,,en,"Funding, Capital Flows & Public Goods","RT @owockibot: What if your grants matching pool never ran out?

@gitcoin just deployed M treasury into an @OctantApp v2 yield vault. Octan…","Raw social curation signal; treat as lead, not endorsement."
2061513525407736139,46174.7650462963,'@BigWProtocol,'@BigWProtocol,,,en,"Ethereum, Web3 Infrastructure & Security",RT @BigWProtocol: A short recap of the week for anyone catching up. 🧵 https://t.co/RF2wZ7lL2x,"Raw social curation signal; treat as lead, not endorsement."
2061513298806296833,46174.7644212963,'@EtherealnewsHQ,"'@EtherealnewsHQ, @base",,,en,Raw Leads / To Review,"RT @EtherealnewsHQ: Ethereal news weekly #25

🧭 Vitalik: EF will be smaller &amp; more opinionated
🆙 @Base Azul upgrade live with multiproofs
📊…","Raw social curation signal; treat as lead, not endorsement."
2061513141125538007,46174.76398148148,'@JoinEdgeCity,'@JoinEdgeCity,http://x.com/i/article/2061141171511107584,,zxx,Raw Leads / To Review,RT @JoinEdgeCity: https://t.co/kLEwZcstkB,"Raw social curation signal; treat as lead, not endorsement."
2061512913513226355,46174.76335648148,'@Crypto_Altruism,'@Crypto_Altruism,,,en,"AI, Collective Intelligence & Sensemaking","RT @Crypto_Altruism: Carrying cash in rural Haiti puts both aid workers and recipients at risk. Stablecoins might change that. 💸

@MCSocial…","Raw social curation signal; treat as lead, not endorsement."
2061512895075086419,46174.76329861111,'@localscale,'@localscale,http://x.com/i/article/2061437516650020864,,zxx,"Regeneration, Ecology & Localism",RT @localscale: https://t.co/eCo1CsZou2,"Raw social curation signal; treat as lead, not endorsement."
2061512864750309450,46174.76321759259,'@web3privacy,'@web3privacy,,"power, democracy, freedom",en,"Ethereum, Web3 Infrastructure & Security","RT @web3privacy: A multidisciplinary exploration of #power, #democracy, and #freedom in the Digital Age by: 

🧩 Audrey Tang (Civic Technolo…","Raw social curation signal; treat as lead, not endorsement."
2060405858454941883,46171.70846064815,'@cognitivepolicy,'@cognitivepolicy,,,en,"Regeneration, Ecology & Localism","RT @cognitivepolicy: We are on our way! Can you feel the seeds blowing in the wind? Dreams awakening for a Bioregional Earth? Join us!

htt…","Raw social curation signal; treat as lead, not endorsement."
2060405813282255100,46171.708344907405,'@Crypto_Altruism,'@Crypto_Altruism,,,en,"Funding, Capital Flows & Public Goods","RT @Crypto_Altruism: Science funding, publishing, and ownership are all broken in different ways. 

Decentralized science is trying to fix…","Raw social curation signal; treat as lead, not endorsement."
2060405632331600100,46171.70783564815,'@BlockchainGov,'@BlockchainGov,,,en,"Ethereum, Web3 Infrastructure & Security","RT @BlockchainGov: Tara Merk just released a new (very timely) report on cooperative AI infrastructure📄 ⌛️ 

The report shows that power in…","Raw social curation signal; treat as lead, not endorsement."
2060405607954366612,46171.70777777778,'@samflan,'@samflan,,,en,"Ethereum, Web3 Infrastructure & Security","RT @samflan: 🌍 This Week in Web3ForGood:

- A pope that is pro decentralization?
- Ethereum Foundation goes all in values about market valu…","Raw social curation signal; treat as lead, not endorsement."
2060405569073119581,46171.707662037035,'@higrowfi,'@higrowfi,http://x.com/i/article/2060348097738293253,,zxx,Raw Leads / To Review,RT @higrowfi: https://t.co/y143ynJeeq,"Raw social curation signal; treat as lead, not endorsement."
2060405522214383985,46171.70753472222,'@OctantApp,'@OctantApp,http://x.com/i/article/2059273350539857920,,zxx,"Funding, Capital Flows & Public Goods",RT @OctantApp: https://t.co/eLJ2ymUuU8,"Raw social curation signal; treat as lead, not endorsement."
2055040568724423109,46156.90309027778,'@ladislaus0x,'@ladislaus0x,http://x.com/i/article/2054512447411654656,,zxx,Raw Leads / To Review,RT @ladislaus0x: https://t.co/ZgrmK0xL9U,"Raw social curation signal; treat as lead, not endorsement."
2055040003470758233,46156.90152777778,'@Crypto_Altruism,'@Crypto_Altruism,,,en,"AI, Collective Intelligence & Sensemaking","RT @Crypto_Altruism: May Newsletter is Live! 🌱📰

Highlights:
💚 Crypto on the frontlines of humanitarian aid
☀️ Solar savings circles w/ @So…","Raw social curation signal; treat as lead, not endorsement."
2055039699387814019,46156.90068287037,'@ethdaily,'@ethdaily,,,en,"Ethereum, Web3 Infrastructure & Security",RT @ethdaily: NEW: Ben Edgington published the first edition of a new blog series outlining a practical path to cut Ethereum's time to fina…,"Raw social curation signal; treat as lead, not endorsement."
2054234621953413124,46154.67909722222,'@localscale,'@localscale,,,en,"Regeneration, Ecology & Localism",RT @localscale: LocalScale now enables frictionless onboarding through social logins while maintaining self-custody and cryptographic verif…,"Raw social curation signal; treat as lead, not endorsement."
2054234171732533394,46154.6778587963,'@durgadasjii,'@durgadasjii,https://paragraph.com/@holonic-horizons/frame-language-values-are-not-a-strategy?referrer=0xfF6d6a7718A234A84f740480Dbb07f6c09cF1cD5,,en,Coordination & Governance,RT @durgadasjii: Frame Language: Values Are Not a Strategy https://t.co/Y4HZ9A83uL  My latest article,"Raw social curation signal; treat as lead, not endorsement."
2054222869622628769,46154.64666666667,'@mikeneuder,"'@mikeneuder, @bahrani_maryam",,,en,"AI, Collective Intelligence & Sensemaking","RT @mikeneuder: (1/9) Very stoked to share, ""Adversarial procurement in blockchains,"" with @bahrani_maryam and Matt Weinberg. This paper is…","Raw social curation signal; treat as lead, not endorsement."
2054222586733563963,46154.64587962963,'@web3privacy,'@web3privacy,,,en,"Ethereum, Web3 Infrastructure & Security","RT @web3privacy: Probably nothing, but we are up to publish a book on power, cryptography, democracy &amp; sovereignty.

With great contibution…","Raw social curation signal; treat as lead, not endorsement."
2036411871654277129,46105.49767361111,'@blockful_io,'@blockful_io,,,en,Coordination & Governance,"RT @blockful_io: We have prevented a governance attack in Shutter DAO (0x36): ~$100K of SHU tokens could capture a treasury of +$3M

We are…","Raw social curation signal; treat as lead, not endorsement."
2036411373568119225,46105.496296296296,'@kosmostasis,'@kosmostasis,,,en,Raw Leads / To Review,"RT @kosmostasis: What if the global web3 conference cycle could be an engine for civilizational resilience? 💭

If pop up cities won’t ever…","Raw social curation signal; treat as lead, not endorsement."
2036406462679773673,46105.48274305555,'@GreenSofa_TW,'@GreenSofa_TW,https://www.ethereumlocalism.xyz/knowledge-garden/resources/Ethereum-Localism-Registry,,en,"Knowledge Commons, Ontology & Documentation","RT @GreenSofa_TW: Explore the showcase of Ethereum Localism in Asia? 

Have a check of GreenSofa
https://t.co/n8Dxaqma5b

GreenSofa Taiwan:…","Raw social curation signal; treat as lead, not endorsement."
2036405729905504436,46105.480729166666,'@HeenalR,'@HeenalR,,,en,"Knowledge Commons, Ontology & Documentation",RT @HeenalR: Over the past couple of weeks I've been building Know Your Human - a multi-provider zero-knowledge identity verification API o…,"Raw social curation signal; treat as lead, not endorsement."
2036405508605714755,46105.48011574074,'@mode_nearchos,'@mode_nearchos,,,en,Raw Leads / To Review,"RT @mode_nearchos: One of the biggest hidden problems in Web3 teams:

Everyone builds.
No one coordinates.

I wrote more about this here:
h…","Raw social curation signal; treat as lead, not endorsement."
2036174373002908141,46104.84230324074,'@ethdotorg,'@ethdotorg,,,en,"Ethereum, Web3 Infrastructure & Security","RT @ethdotorg: Catch up with the latest on Ethereum's next network upgrade: Glamsterdam

Planned for H1 2026, the upgrade will make Ethereu…","Raw social curation signal; treat as lead, not endorsement."
2036167869721903577,46104.82435185185,'@TheDRC_,'@TheDRC_,,,en,"Funding, Capital Flows & Public Goods",RT @TheDRC_: DRC is proud to announce the first recipients for its inaugural grants round. We were thrilled with the number and high qualit…,"Raw social curation signal; treat as lead, not endorsement."
2036133036735987720,46104.72824074074,'@spengrah,"'@spengrah, @synthesis_md",,,en,Raw Leads / To Review,"RT @spengrah: last night I submitted my most ambitious hackathon project ever

it was part of the @synthesis_md hackathon, which asked the…","Raw social curation signal; treat as lead, not endorsement."
2036131838146531710,46104.72493055555,'@greenpilldevs,"'@greenpilldevs, @ethereum",,,en,"Funding, Capital Flows & Public Goods","RT @greenpilldevs: We love public goods

We love @ethereum 

So why not build a Public Goods Staking Protocol.
🌍⚙️✨
 
https://t.co/fAiS8aUq…","Raw social curation signal; treat as lead, not endorsement."
2036113185430806558,46104.67346064815,'@omniharmonic,'@omniharmonic,,,en,Raw Leads / To Review,"RT @omniharmonic: In 2026, the United States turns 250 years old.

Mark Carney just stood at Davos and called the entire post-war internati…","Raw social curation signal; treat as lead, not endorsement."
2036100359177810162,46104.63806712963,'@Common_Planet,'@Common_Planet,,,en,Raw Leads / To Review,"RT @Common_Planet: This is the best article we've ever written:
Creditism: From Debt to Freedom
Part 3: The architecture of liberation
http…","Raw social curation signal; treat as lead, not endorsement."
2036088060224372793,46104.60412037037,'@zaldarren,'@zaldarren,,,en,"Regeneration, Ecology & Localism","RT @zaldarren: Bioregional Commitment Routing — AI agents that harvest commitments from community conversations, route them to stewarded po…","Raw social curation signal; treat as lead, not endorsement."
2036087865063436656,46104.60358796296,'@poidhxyz,'@poidhxyz,,,en,"Funding, Capital Flows & Public Goods","RT @poidhxyz: new public goods bounty on poidh 📸

Improve Public Information In Your Community 🪧

identify a publicly accessible informatio…","Raw social curation signal; treat as lead, not endorsement."
2036087803633672422,46104.603414351855,'@PluralityInst,'@PluralityInst,https://thelivinglib.org/how-ai-could-restore-trust-in-democratic-governance/,,en,Coordination & Governance,RT @PluralityInst: How AI Could Restore Trust in Democratic Governance  https://t.co/9UNHCLJsPq,"Raw social curation signal; treat as lead, not endorsement."
2036087556882776198,46104.60273148148,'@gen_ukraine,'@gen_ukraine,,,en,"AI, Collective Intelligence & Sensemaking","RT @gen_ukraine: +1 Solar Station: Rebuilding an Ecovillage After Destruction

This location is situated on the defense line of Kyiv and we…","Raw social curation signal; treat as lead, not endorsement."
2036087508673429553,46104.60260416667,'@owockibot,'@owockibot,,,en,"Funding, Capital Flows & Public Goods","RT @owockibot: Most public goods funding fails because it's an information problem disguised as a money problem.

Which projects matter? Wh…","Raw social curation signal; treat as lead, not endorsement."
2035843913311768689,46103.93040509259,'@NetxState,'@NetxState,,,en,"Regeneration, Ecology & Localism","RT @NetxState: Can we redesign the global market so that regeneration is the engine of the next great economic leap? 
https://t.co/aLfuLr4e…","Raw social curation signal; treat as lead, not endorsement."
2035508444120093112,46103.0046875,'@thedaofund,"'@thedaofund, @griffgreen",,,en,Coordination & Governance,"RT @thedaofund: TheDAO is becoming a DAO again

A few days ago we announced the first ETHSecurity Badge holders. 

@griffgreen blog post go…","Raw social curation signal; treat as lead, not endorsement."
2035508398444122392,46103.00456018518,'@OgallalaLife,'@OgallalaLife,,,en,Raw Leads / To Review,RT @OgallalaLife: The cases in this review are a reminder that groundwater depletion is not inevitable ... they highlight how humans have s…,"Raw social curation signal; treat as lead, not endorsement."
2035460096386297891,46102.87127314815,'@akrtws,'@akrtws,,,en,Raw Leads / To Review,"RT @akrtws: I’ve been building in token engineering since 2020, drawn in by the idea that we can shape global, permissionless economic syst…","Raw social curation signal; treat as lead, not endorsement."
2035460033442439310,46102.871099537035,'@wor,'@wor,,,en,Coordination & Governance,RT @wor: I’m exploring a moral and philosophical foundation for economic and institutional design in which coordination systems do more tha…,"Raw social curation signal; treat as lead, not endorsement."
2035202702410473632,46102.16100694444,'@synthesis_md,'@synthesis_md,http://x.com/i/article/2035067501277847552,,zxx,Raw Leads / To Review,RT @synthesis_md: https://t.co/bcCu2Hd0RZ,"Raw social curation signal; treat as lead, not endorsement."
2034724770894291111,46100.84216435185,'@thedaofund,'@thedaofund,,,en,Coordination & Governance,"RT @thedaofund: Introducing: Ethereum’s top security experts

TheDAO’s ETHSecurity Badges are a new onchain primitive recognizing the peopl…","Raw social curation signal; treat as lead, not endorsement."
2034696687914992015,46100.76466435185,'@durgadasjii,'@durgadasjii,https://abundances.substack.com/?r=dgwxu&utm_campaign=referrals-subscribe-page-share-screen&utm_medium=web,,en,Coordination & Governance,RT @durgadasjii: Subscribe to New Economic Revolution https://t.co/0BJk7FqPKZ,"Raw social curation signal; treat as lead, not endorsement."
2034696415541133402,46100.76391203704,'@OctantApp,'@OctantApp,http://x.com/i/article/2034664252145901568,,zxx,"Funding, Capital Flows & Public Goods",RT @OctantApp: https://t.co/R4ngvC4QD9,"Raw social curation signal; treat as lead, not endorsement."
2034696358645445081,46100.763761574075,'@owockibot,'@owockibot,,,en,"AI, Collective Intelligence & Sensemaking","RT @owockibot: Assembly Theory says complexity doesn't emerge from genius — it emerges from combining simple things in new ways.

Minecraft…","Raw social curation signal; treat as lead, not endorsement."
2034653345785274429,46100.64506944444,'@cryptoeconlab,'@cryptoeconlab,,,en,"AI, Collective Intelligence & Sensemaking","RT @cryptoeconlab: 1/ Tensor compute is the high-performance execution of tensor operations, and it powers modern AI from inference to trai…","Raw social curation signal; treat as lead, not endorsement."
2034515580535918772,46100.26490740741,'@jchaskin22,'@jchaskin22,http://x.com/i/article/2033894681965117441,,zxx,Raw Leads / To Review,RT @jchaskin22: https://t.co/ydkl0MJZQd,"Raw social curation signal; treat as lead, not endorsement."
2034514259611119754,46100.26126157407,'@buidlguidl,'@buidlguidl,http://x.com/i/article/2030717360672272384,,zxx,Raw Leads / To Review,RT @buidlguidl: https://t.co/cVETTWCuWG,"Raw social curation signal; treat as lead, not endorsement."
2034513848938410088,46100.26012731482,'@ensdomains,'@ensdomains,,,en,Coordination & Governance,"RT @ensdomains: Every system eventually runs into the same coordination problem: users, applications, and services need a shared way to ref…","Raw social curation signal; treat as lead, not endorsement."
2034354609867604411,46099.82071759259,'@ethereum,'@ethereum,http://x.com/i/article/2034304073302990848,,zxx,"Ethereum, Web3 Infrastructure & Security",RT @ethereum: https://t.co/rBdVW39Pbv,"Raw social curation signal; treat as lead, not endorsement."
2034240105683042566,46099.504745370374,'@theopenmachine,'@theopenmachine,http://x.com/i/article/2034029278661382145,,zxx,Raw Leads / To Review,RT @theopenmachine: https://t.co/ia3a17SKdE,"Raw social curation signal; treat as lead, not endorsement."
2034240063387673010,46099.50462962963,'@tmoindustries,'@tmoindustries,,,en,"Funding, Capital Flows & Public Goods",RT @tmoindustries: a playbook for any group that's building real natural infrastructure on real ground and needs a funding model that doesn…,"Raw social curation signal; treat as lead, not endorsement."
2034102700367860009,46099.1255787037,'@humpty0x,'@humpty0x,http://x.com/i/article/2033909494313586688,,zxx,Raw Leads / To Review,RT @humpty0x: https://t.co/pQZGQH2o8q,"Raw social curation signal; treat as lead, not endorsement."
2034023585996570695,46098.90725694445,'@CharlieStLouis,'@CharlieStLouis,,,en,"Ethereum, Web3 Infrastructure & Security","RT @CharlieStLouis: If the financial system built on Ethereum can only generate yield by importing it from offchain sources, it isn't reall…","Raw social curation signal; treat as lead, not endorsement."
2034023419012866542,46098.906805555554,'@localscale,'@localscale,http://x.com/i/article/2033935058961068033,,zxx,"Regeneration, Ecology & Localism",RT @localscale: https://t.co/EKjNSaWfWY,"Raw social curation signal; treat as lead, not endorsement."
2034023384418554063,46098.906701388885,'@owockibot,'@owockibot,,,en,"Funding, Capital Flows & Public Goods","RT @owockibot: Mycelial networks have been solving distributed resource allocation for 3.8 billion years — no central controller, redundant…","Raw social curation signal; treat as lead, not endorsement."
2034023345042153768,46098.90659722222,'@Paul_Glavin,'@Paul_Glavin,,,en,Coordination & Governance,"RT @Paul_Glavin: A sad day for governance on Ethereum. Tally's been an inspiration. 

I remember loving the first time I used it how easy i…","Raw social curation signal; treat as lead, not endorsement."
2033907008110207369,46098.58556712963,'@LBorreani,'@LBorreani,,,en,"AI, Collective Intelligence & Sensemaking","RT @LBorreani: 1/ something odd is happening to organizations. 

shopify told staff to prove a task cannot be done by AI before requesting…","Raw social curation signal; treat as lead, not endorsement."
2033877265344233561,46098.50349537037,'@_julianma,'@_julianma,http://x.com/i/article/2033851337645891584,,zxx,Raw Leads / To Review,RT @_julianma: https://t.co/7WZDKbB4Iz,"Raw social curation signal; treat as lead, not endorsement."
2033876353053823093,46098.500972222224,'@gen_ukraine,'@gen_ukraine,,,en,"AI, Collective Intelligence & Sensemaking","RT @gen_ukraine: Social Cycling Workshop — mobility as resilience 🚲

Over the past month, our bicycle workshop Veloselo in the ecovillage S…","Raw social curation signal; treat as lead, not endorsement."
2033876325681844709,46098.50090277778,'@ipecity,'@ipecity,,,en,Raw Leads / To Review,"RT @ipecity: Ipê News #29 is out! This week we're sharing:

- Ipê Village 2026 returns to Florianópolis in April for another month-long pop…","Raw social curation signal; treat as lead, not endorsement."
2033876190901997706,46098.50053240741,'@LocaleNet,'@LocaleNet,,,en,"Regeneration, Ecology & Localism","RT @LocaleNet: $18 billion in DePIN.
300+ projects.

But here's the thing nobody talks about:

None of them are actually built for communit…","Raw social curation signal; treat as lead, not endorsement."
2033868310933020753,46098.478784722225,'@cognitivepolicy,'@cognitivepolicy,,,en,"Regeneration, Ecology & Localism","RT @cognitivepolicy: If you are wondering how to reframe the climate discourse, here is what you’ll need to know. The deeper framing is abo…","Raw social curation signal; treat as lead, not endorsement."
2033765101509947755,46098.19398148148,'@web3privacy,'@web3privacy,,,en,"Ethereum, Web3 Infrastructure & Security","RT @web3privacy: Good Monday aka Web3Privacy newsletter day!

With the wave of people leaving ChatGPT and other apps in favor of more priva…","Raw social curation signal; treat as lead, not endorsement."
2033764327379890612,46098.19184027778,'@samflan,"'@samflan, @Abeers123",,,en,Raw Leads / To Review,"RT @samflan: happy 4th birthday to Web3ForGood 🥳

In March 2022, @Abeers123 &amp; I started this newsletter because we believed that emerging t…","Raw social curation signal; treat as lead, not endorsement."
2033762416022983116,46098.186574074076,'@RegenFdn,"'@RegenFdn, @kenya_mchuzi, @NewAmerica",,,en,"Regeneration, Ecology & Localism","RT @RegenFdn: Have you checked out our Ecosystem Development Program Officer, @kenya_mchuzi's interview with @NewAmerica yet? Wonderful dis…","Raw social curation signal; treat as lead, not endorsement."
2033761636549324831,46098.1844212963,'@bbeats1,"'@bbeats1, @octant",,,en,"Funding, Capital Flows & Public Goods","RT @bbeats1: What if we used AI agents to systematically collect data on public goods funding as it happens?

That's the question @Octant i…","Raw social curation signal; treat as lead, not endorsement."
2033757338234994989,46098.17255787037,'@gitcoin,"'@gitcoin, @owocki",,,en,"Funding, Capital Flows & Public Goods","RT @gitcoin: Perspective from @owocki:

🌎 The nation-state is an awkward container for solving ecological and economic problems.

Watershed…","Raw social curation signal; treat as lead, not endorsement."
2033757290231201825,46098.172430555554,'@exeuntdoteth,"'@exeuntdoteth, @theopenmachine",,,en,Raw Leads / To Review,"RT @exeuntdoteth: The Continuing Story of @theopenmachine 

link in comment https://t.co/Qjs7v9docv","Raw social curation signal; treat as lead, not endorsement."
2033656053779296476,46097.89306712963,'@carbonmarkcom,'@carbonmarkcom,,,en,"Regeneration, Ecology & Localism","RT @carbonmarkcom: Banning plastic straws won’t fix the carbon footprint of events.

The biggest emissions come from travel and food.

Our…","Raw social curation signal; treat as lead, not endorsement."
2033602705931845976,46097.74585648148,'@barnabemonnot,"'@barnabemonnot, @tzhen",,,en,"Ethereum, Web3 Infrastructure & Security","RT @barnabemonnot: @tzhen Thesis: Ethereum is a protocol
Antithesis: Ethereum is a product
Synthesis: Ethereum is a platform?

A protocol f…","Raw social curation signal; treat as lead, not endorsement."
2033594965167636583,46097.724490740744,'@rileybeans_,'@rileybeans_,,,en,Raw Leads / To Review,RT @rileybeans_: a theory of place https://t.co/PuXtlQEJK6,"Raw social curation signal; treat as lead, not endorsement."
2033593706406703564,46097.72101851852,'@KokonutNetwork,'@KokonutNetwork,,,en,"Funding, Capital Flows & Public Goods",RT @KokonutNetwork: The Kokonut Protocol will feature foundational logics to measure Ecological Impact and allocate &amp; distribute Financial…,"Raw social curation signal; treat as lead, not endorsement."
2033593626580730055,46097.72079861111,'@mbauwens,"'@mbauwens, @george",,,en,"AI, Collective Intelligence & Sensemaking","RT @mbauwens: This is an interview of my friend @George Anadiotis, on the occasion of a double seminar we are organizing in Lake Kaifas in…","Raw social curation signal; treat as lead, not endorsement."
2033593450302505355,46097.7203125,'@owocki,"'@owocki, @FundingCommons",,,en,"Funding, Capital Flows & Public Goods","RT @owocki: thread of resources from my talks at @FundingCommons yesterday.

0/ resource allocation evolution through history https://t.co/…","Raw social curation signal; treat as lead, not endorsement."
2033593026501611596,46097.719143518516,'@PluralityInst,"'@PluralityInst, @datasociety",https://datasociety.net/points/building-civic-strength-for-an-ai-era/,,en,Coordination & Governance,"RT @PluralityInst: Reframing Our Relationship to Technology Building Civic Strength For an AI Era by by @datasociety
https://t.co/eGtGiXfRuS","Raw social curation signal; treat as lead, not endorsement."
2033592937997595127,46097.71890046296,'@wor,'@wor,,,en,Raw Leads / To Review,"RT @wor: I’m really happy to be following in the footsteps of Njambi Njoroge and learning from the care, patience, and grounded practice sh…","Raw social curation signal; treat as lead, not endorsement."
2033588324804313092,46097.70616898148,'@techandsunhub,'@techandsunhub,,,en,Raw Leads / To Review,"RT @techandsunhub: We just activated the TAS HUB at Nnamdi Azikiwe University on March 14th!

Nigeria’s crypto-aware youth now have the phy…","Raw social curation signal; treat as lead, not endorsement."
2033586823302193173,46097.70202546296,'@BlockchainGov,'@BlockchainGov,,,en,"AI, Collective Intelligence & Sensemaking","RT @BlockchainGov: ⌚️ Call for Papers — 4S 2026 (Toronto)

Eugene Leventhal and Ann Brody are hosting an open panel at the Society for Soci…","Raw social curation signal; treat as lead, not endorsement."
2032787277563183269,46095.49569444444,'@regenavocado,'@regenavocado,,,en,"Regeneration, Ecology & Localism","RT @regenavocado: Now more than ever we need pathways and livelihoods for humans to rebuild and restore a healthy society.

I’m happy to an…","Raw social curation signal; treat as lead, not endorsement."
2032787246005272772,46095.49561342593,'@PluralityInst,'@PluralityInst,,,en,Coordination & Governance,RT @PluralityInst: The Ecosystem of Deliberative Technologies for Public Input: Ensuring public opinion and policy preferences are reflecte…,"Raw social curation signal; treat as lead, not endorsement."
2032547349004710056,46094.83362268518,'@ShutterNetwork,'@ShutterNetwork,,,en,"Ethereum, Web3 Infrastructure & Security","RT @ShutterNetwork: $50M lost in a single trade

People are asking: Was it MEV? A sandwich attack?

It’s actually a good case study in why…","Raw social curation signal; treat as lead, not endorsement."
